时间,用户,星级,短评,支持数
2021-12-05 21:25:57,天马星,五星,主角丑丑的没啥宣传，一度以为是烂片，这是19年看《哪吒》之前的感受，今天我又一次体会到了这种惊喜之感，而这部影片就是《雄狮少年》。影片以岭南留守少年阿娟为主角，讲述他为了见在广州打工的父母而参加舞狮比赛的故事，短短的一句简介就已经涉及了留守少年、农民工与舞狮文化的背景，扎根于现实扎根于中国，聚焦中国高速发展四十年背后的人，可以说《雄狮少年》真正地做到了为小人物立传。片中阿娟从软弱到坚强，从不甘到释怀，人物的转变被串联得如此丝滑，作为一个南方人感触颇深，从他念李白的诗开始就一直泪崩到影片结束，加上电影院里太多北方背景的电影了，当看到一部原滋原味的南国文化的影片时，骨子里那种叫做根的东西就被唤醒了。另外影片的配乐品味也是颇高，五条人开场九连真人收尾，光是这OST就值回票价了，如果可以我要爆灯给十,70
2021-12-20 12:12:42,一粒小鱼,四星,三星半，电影表达了很克制的英雄主义，埋伏的周星驰电影梗让人会心一笑，几段热门乐队的配乐与情节非常契合，尤其喜欢结尾的设定，既没有抱得美人归，也没有逆天改命，连天桩也是不可能跳上去的。舞狮大赛后，阿娟还是得去上海打工。仿佛一切都没有变，但一切都已经改变。什么是英雄？不是口号，也绝非浮名，而是在平凡生活中，在进进退退中，不逃避不退缩，无所畏惧地向前走。从另一个层面上也很写实地反映出，民间传统文化已经没办法让人安身立命，所以阿娟最终还是走上了他师父的老路。,47
2021-12-12 18:45:59,新·文森特九六,二星,作为马保国老师的铁粉，多一星给那句“我大意了啊，没有闪”。,147
2021-12-29 11:42:07,范海鑫,一星,滚吧，审美畸形的主创们，你评分到手了 票房呢？,169
2021-12-04 16:34:48,盒子外的猫,一星,0元点映活动去看的，完全浪费了我青春里宝贵的2小时，可能我本身就不是影片的受众年龄层吧，怪自己太天真，以为这种动画也拥有被成人接受的可能性。作为一部动画剧情片，是剧情片诶！叙事这么土，人物也立不起来，女性在里面彻底被扁平化，就算给小孩看也没什么启蒙意义，小孩也是有自省力的群体，小孩就得接受这种教育和熏陶？画面：风景是美的、写实细腻，但人物的动作总有很浓的游戏感？配乐：还ok，有地域特色一个老师曾让我们克制面对作品时的高高在上，观众是上帝，但迟早我们自己也得接受市场和观众的评价。我难过自己其实也根本不够格，可是面对这种烂剧情还是很难过很痛苦，真是double难过了,452
2022-01-01 16:22:09,TBrook,五星,4星+好片。被国内无脑喷子乱扣帽子，所以要支持给5星。1. 动画制作很精良，为国产动画的进步点赞；2. 最后一段很燃，小感动，收尾收得不错。3. 缺点是经费不足，动作戏都很短或直接带过，主线剧情略老套。只要没有意图辱华的，就拒绝喷子乱扣帽子，不然以后可以人人自危，穿西服用互联网说英文都可以被扣帽子。拒绝审美统一，上纲上线,89
2021-12-21 14:22:06,Jwzfzll,五星,前面真的很烂，让我后悔来看，甚至怀疑都是什么人在打分。台词是最拉胯的，用力得过了头，尴尬一逼，剧情也是怎么夸张怎么套路怎么来，真是浪费了好歌好画面。但是从父母回来开始变了，越来越好，特别是那段雨中舞狮和最后一跃，真的很美。鉴于没有猴也没有白蛇哪吒，多给一星以资鼓励。对了，安排女主有男友，且男友不理解她的爱好，属实毫无必要，建议删去。,89
2021-12-23 23:45:54,Urbino,五星,近五年最精彩的国产动画，只能用大胆形容。属于当代中国的故事，制作技术精良，很多镜头layout设计极为讲究，环境刻画无比真实。虽然个别台词有优化的空间，但感动却是无比真实的，音乐更是让全片拔高一层。硬说的话前半个别转场可以做得再好一点。个别角色配音水平也有提高空间，没有全用广普配音是一个遗憾。,86
2021-12-25 16:58:43,Sherlocked,五星,真是用拍真人电影的力气去拍动画 从电影1/3的地方就有点蚌埠住了 所有的手段和方式都能猜到 连结局都那么明显 但是还是哭地不要不要 人生已经如此艰难 为什么我们不能奋斗一个奇迹 对这个片子除了剧情之外的讨论都是无意义的 很明显沉迷在这些讨论里的人 心里都没有一头雄狮,98
2021-12-17 13:34:05,小yo,五星,五星拉满，看的过程中有情不自禁的大笑，也有无法自制的流泪。这是一部既有现实的残忍也有童话美好的影片，或许都没有那么极致，但幻梦交织不正是电影的魅力吗。画面音乐非常优秀，故事可能不那么新颖，但情感上的感染毋庸置疑，非常推荐观看。最后谢谢李白。,82
2021-12-18 22:48:25,小孩儿不哭,五星,真正的英雄主义是知道生活真相后依然热爱生活，这部电影就很好诠释了我们为什么热爱！绝对是我个人年度最佳院线影片了～ （重映不算在内的话）无论从动画效果，3D建模的用心上，色彩把控上，剪辑配乐等方面，还是核心的人物塑造，剧本逻辑，剧情把控，节奏张弛有度，我愿称之为今年华语影视之光！,65
2021-12-10 23:43:13,Jupiter,二星,剧作蹩脚，刻意煽情高燃，新意远远谈不上，映后场直接跑路。@金逸影城杜比影院超前观影,333
2021-12-10 06:04:34,窈七,二星,创作者以为套上留守儿童、小镇困境的现实背景就可以让一个最常见的起点流故事收获共情，然而这种放在热血漫里都只能算无脑冲的爽感设定对于真实漂泊异乡的人而言完全是驴唇不对马嘴。现实中没有无往不利的主角光环，没有一练就超神的主角体质，没有两句话就令他人卖命的主角演讲，更没有放在那里等你去大显身手的机会。强行融合生活的苦难与幻光式的成功才是对现实最大的亵渎，更何况是这种人物转变缺少铺垫、脸谱化失意人设的苦情说教。眯眼画风着实接受无力，借鉴网梗的尴尬笑点更使本就缓慢的叙事节奏更加难熬，唯一亮点的南方地域刻画一旦脱离五条人与九连真人便全然丧失感染力。不能理解这样一部故事平庸、叙事乏力、人设套路、美学崩坏的影片，为何被捧上神坛？多数人缺少的并非是怒吼的勇气，却恰是与生活鏖战的耐心以及与苦难交手终生的底气。,298
2021-12-25 14:01:13,Travis,一星,太尬了，星爷的低级模仿秀，看睡了，浪费时间。,289
2021-12-18 13:45:07,荷纳梨,五星,既现实又理想，既当下又传统，老掉牙的英雄之路的模板，搭设出有血有肉的内核与故事。,65
2021-12-22 22:18:24,不懂一些b内娱,五星,从头哭到了尾，太美了。中国动画终于不再依附于传统英雄，神话传说，而是开始讲述小人物，城市里的无名者，心中有一腔热血的你我他。,97
2021-12-12 17:17:51,待注销,二星,太多剧情都不合逻辑，完全是为了主题硬凑，这先不提。最严重的是没有一个人物的动机是成立的，主角到底为了什么去舞狮根本没说清，一开始说不想被欺负，中间又说想让爸妈看到自己，最后看到女孩有男朋友又失落？合着你是为了女孩才舞狮？阿猫阿狗的动机呢？一个为了看美女，一个为了吃饭，后面也不说了。同村的舞狮队的行为也是前后矛盾的。还有，舞狮这个题材多好啊，关于这项运动的传统、技术、动作，这些都可以做文章啊，结果一点没提。白瞎了这么好的题材！！！再说，最后燃不燃？燃！但这是鼓点和狮子的作用，不是剧情推动出来的。整个影片就是一篇主题先行的中学作文，只要反复喊出主题，就能混个高分。,109
2021-12-11 23:28:58,文森Vincent,三星,【3.0】一部显而易见地吸收了周氏喜剧养分的动画作品。从剧情走向到议题表达，阿娟父母城市务工线恰巧对应了《长江七号》，废材舞狮线则对应了《功夫》和《少林足球》，冷场式的幽默和抖包袱的节奏也佐证着影片对周星驰的学习。至于电影添加的那点儿为多数观众鼓吹的现实残酷鸡血，你要说它好吧，在《百万美元宝贝》这种真正意义上的反励志电影面前，它显得不够狠和准，且最终电影还是回归到“努力就有回报”和“咸鱼翻身人定胜天”的励志叙事；你要说它不好吧，它确实投合了中国年轻一代观众的焦虑，以此实现了商业片的媚众。,35
2021-12-08 21:11:20,KellyWu凯利吴,五星,超乎预期，2021年院线最佳，本质框架上是一个咸鱼翻身，屌丝逆袭的星爷式励志故事，从故事方面来看，其实上并没有更多值得评价的地方。但它确实包装得很完美，建模场景还原真实，聚焦留守乡村少年，广府传统的舞狮文化接地气式还原，如果你是广东的影迷朋友，相信能够更明白我提到的这些点。其实我难以理解这样的好电影为什么在春节档 暑假档没有一席之地呢？不知道哪吒 孙悟空 姜子牙还能消费多久，多来几部像雄狮少年的国产动画不香吗？,73
2021-12-27 13:07:21,妖灵妖,四星,彩蛋升华,16
2021-12-11 23:00:55,獨孤島主,四星,最后画龙点睛式的摇身一变，令其前所有浮浅的动作与印象顷刻升华，正是凡人行止与坚壮决心情难自已地合并，才令一切行动的意义大于舞狮本身。片中女角戏份不多，动人不少，字字句句都奏直击之效，朦胧的情动意转，噙在眼内，榻于心头。当然是不太完美的国漫，但是生猛的、有烟火气味的，这比达到完美要宝贵一些。,23
2021-12-15 19:17:31,五色全味,三星,前半段密集的A貨周星馳和露骨的打雞血簡直看到難忍，連《功夫》的配樂也照模仿不誤；去了廣州後觀感好了許多，現實主義的背景讓故事終於有了一定的本土性，場面處理上也多了原創性，收尾很乾淨俐落。如果能少用點標準國語配音就更好了。,32
2021-12-31 00:52:25,Arianrhod,四星,看前我还五十五十，看后这玩意ru华？我不认！这是弘扬醒狮最好的动画电影，前半段有点拖沓和套路。后半段节奏立刻就上来了，无论是天台练习还是最后跳擎天柱，都做得无与伦比。它不仅热血，还包含着小人物在大城市中的挣扎。结尾的处理恰当好处。主角一开始看是真丑，到最后是真帅！这就是人格魅力让一个并不好看的角色散发光芒，啥都颜值优先，这才是最需要被打破的标签,43
2021-12-12 00:35:50,小镇最菜做题家,四星,在熬过前半段的真空叙事后，影片从少年登上开往广州的大巴车的时刻起精彩了起来，不逃避现实的态度是可贵的，从观众反应来看也是有效的。编剧还写了《燃野》，基本可以看作一本两拍，好在《燃野》犯的错，大部分都被《雄狮》规避掉了。看到最后我哭的很伤心，登上山头的终究是狮头而不是少年，而这就是生活的常态。,45
2021-12-17 14:47:38,桀尘,五星,新国漫天花板,46
2021-12-08 22:01:56,魂,五星,即使是对雄狮一无所知的观众，都能够与主角迅速建立起情感上的联系，因为主创很巧妙的布置让每个观众都能透过这只雄狮看到自己心中的那份不屈，就好比“我命由我不由天”，没有使电影的受众局限在动画与传统文化爱好者这么小众的范围。若是师父师母的支线能再花些笔墨做一些细化，当前已经强而密的情感冲击或许还能得到进一步强化。尤其是第三幕的故事编排，所有的元素细节都被安置在了再合适不过的位置，不是一股脑热无节制地追求情绪宣泄，却也能让观众从中寻找到无穷的精神力量并得到巨大的情感释放。不是最好最完美的电影，却是当下最珍贵的那类作品。,38
2021-12-11 19:06:02,黎耀辉,二星,如果大家能接受《雄狮少年》，为什么不能接受《燃野少年的天空》？,183
2021-12-19 21:56:19,牧宸,五星,我愿誉为“中国现实主义动画”开山之作！非常棒~,113
2021-12-11 18:18:30,阿奇波尔德,五星,从剧本打磨到视效雕琢，一洗被神话新编神魔题材统领多年下，那华而不实又早已呈现出创作倦态的观影体验，甚有加冕国产三维动画里程碑之作的态势，给再多美誉也绝不为过。精美的场景渲染与对毛发液体的极致处理，仿佛偷师了米老鼠近年来开发的诸多核心动画渲染技术，而这个无比中华，又市井气满满的励志故事，却如《百鸟朝凤》般隐忍但洪亮。最值得欣赏的，是导演对阿娟内在性别与外在显影的隐晦暗喻，巧妙的将通俗励志主题上升到对性别体征认知探讨的边缘话题领域，放眼当下刚柔对立的价值观舆论氛围，更显出创作者非凡的艺术觉悟力，届时定要再到IMAX厅感受一次醒狮的魅力,38
2021-12-11 18:01:27,就是个瓜娃子。,二星,只有后20分钟能称得上“好看”两个字，但是电影是一个需要连贯表达的，只有20分钟是好看的电影属实称不上是一个“好电影”，营销可以入选中国新媒体营销诈骗实录top10。我又被骗到了,150
2021-12-20 08:56:52,陈磊,五星,这不比哪吒什么的强多了？,88
2021-12-17 09:56:32,科猩阴间摘棉花,一星,纯粹对舞狮这种文化觉得ex,282
2021-12-13 00:34:26,Pyrojewel,五星,目前心中最棒的国漫。虽然在看之前就能想到大致剧情发展，但是电影一开始我还是被画面色彩构图以及男主的发型深深吸引了，运镜也好棒，在天台那一段真的被戳到…结局的留白也很喜欢。爆夸插曲和片尾曲，打算二刷。ps：眼睁睁看着前排大哥电影看一半就拿起手机豆瓣打了一星！（因为他手机屏幕实在太亮，仿佛手电筒举在了我面前😭）心碎呐喊：我刀呢？,59
2021-12-24 23:57:13,温柔豆沙郁金香,二星,什么叫“平凡人的故事”？？尴尬又中二的台词，悬浮而没逻辑的剧情，动机浅薄且莫名其妙的人物。那些为实现一个梦想  把功夫从小练到大的人们，现实中有多艰难  这些主角成功就有多简单！全靠作弊、喊口号、摆光环，赛制根本没点规矩。最后那个自以为是点睛之笔的，也不尊重传统文化纯属装b。热血？我只觉得愤怒又无语😓,137
2021-12-29 12:10:50,江海寄余生,三星,三星还是四星间犹豫 优点和缺点都太明显  这个话题其实能讲的故事很多 但这部电影最终讲出来的内容 当年徐克用一首《男儿当自强》就都讲完了……,37
2021-12-25 23:50:38,么么酱,五星,真的很烦什么都要吵到乳化上，你这么容易被乳你是什么玻璃？叙事节奏放在真人电影有很多瑕疵，但是放在动画上还能接受。传统题材和底层叙事结合得也很棒，音乐都是我的菜。而且能在中国大陆自己的片里看到真实的乡村，不是诗化也不是丑化的真的很不容易好吗。,90
2021-12-17 21:56:19,暂不留名,四星,大概是老了，最触动我的不是热血的、中二的台词，而是那些现实的、中国的、社畜的场景。明显有很多戏仿周星驰的桥段，甚至可以说内核就是照搬周氏喜剧，这都不要紧，重要的是终于在动画电影里看到一个具体的、亲切的空间环境，并且足以承载一个本土的故事。,47
2021-12-17 23:16:38,InfinityRange,五星,给无所事事的2021来个燃结尾,46
2021-12-17 19:27:32,焱返,五星,作为闽南人也很喜欢，感觉片中每一座房子都像老家的房子，路边混着榕树樟树和芭蕉，木棉花一碗一碗地掉，一股东南沿海的气息。在城市不断崛起的同时，民工子弟的生活却是坠落的。年纪大了就知道这种勇气很难，舞狮踩的高桩就是万重山，“人这一生，上山下山，有自己的路要走”，就常常觉得难走，可是他在楼顶张着双臂，变得结实黝黑，“嘭—嘭—嘭”好像自己的心也在跳。台词有些刻意，剧情问题倒不算大，最喜欢的设计是林中的石佛像，一个具象化的“命运”，使这个片虽不是神话却有一丝神性，那个地方就是隐秘的内心世界，少年半信半疑地向神佛许愿，但实现奇迹的却可能不是佛像而是他心中的狮子。,65
2021-12-11 15:52:32,Not Here,四星,电影里只有逆袭成功的童话，现实中看不见咸鱼一生的平凡。,35
2021-12-20 17:45:57,古头,五星,热血励志又残忍现实，我愿意给满分。岭南小镇、乡间泥路、农村大巴…现实场景的呈现精细到可以以假乱真，舞狮也不只是个传统文化的空壳，这才是国产动画该有的样子！那些张口闭口就是“乳化”的人不是蠢就是坏。,88
2021-12-24 13:46:23,一碗热汤,四星,很土，但很打动人。,47
2021-12-18 23:50:05,NortonHill,五星,这个动画水准是在追赶皮克斯了。浓郁的中国特色故事。外出务工父母，农村留守儿童，梦想的闪耀与现实的捶打，坚持与放弃，一尊大佛的精神寄托，回力鞋，美的广告，双喜搪瓷缸子，这都是典型的中国🇨🇳元素。最后神来之笔是：雄狮昂首挺胸走过大佛！多处细节泪水打转。,89
2021-12-24 22:39:13,fox.psd.不明白,五星,前半部缺点真的不少，好多地方都尬翻了，但是后面节奏越来越好，一飞冲天直接燃爆。另，从中看出了灌篮高手和功夫足球的影子。另另，还能从这片里看出辱华的人是有多自卑？,85
2021-12-17 21:40:24,林雨,五星,可贵的现实主义题材。让人哭，让人燃，又让人翻江倒海。,33
2021-12-17 10:14:52,路人甲,一星,烂桥段，烂画风，还stereotype拉满，真有你的,114
2021-12-25 18:39:51,海葵爸爸,三星,最直观的感受是剧本太糟糕了，很多地方都太低幼，太生硬，太脸谱化，太刻意煽情了。编剧大概没什么底层生活经验，空有一腔关怀。台词中的“我爱你”“如果发生奇迹”“是在慢性自杀吧”“心里有一声怒吼”“是我老公啊”，如果改成“媳妇你真好”“要是老天开眼”“快把自己吃死了”“心里有一股劲”“我家那口子上电视了”，会不会好很多？不上学的留守儿童背李白的诗作为剧情关键转折点，45岁咸鱼店主说出“只要鼓点还能在心中响起，我们就是雄狮”作为关键台词，不真实，也缺乏说服力和感染力。臭脚段落配合帕瓦罗蒂的演唱实在有够低俗。但无论如何也是一部底层人民站在舞台中央的作品，画面美轮美奂怎么夸赞都不为过，还有楼顶孤独舞狮配合打工仔生活蒙太奇的段落，和这个收的恰到好处的结尾，还是值得一个好评！,48
2021-12-27 00:13:33,jcyxxx,一星,爱优腾10年1000亿没白烧，至少培养出了一大批辣鸡观众。,164
2021-12-13 14:17:07,关雅荻,四星,这部国产动画电影了不得，惊艳开场，而第三幕应该是国产电影年度最佳！第三幕我给满分，真厉害！一定大卖，这种电影如果还不卖就没天理了。。。12月17日全国公映，今天和昨天是点映，我是纯路过，因为约了盛志连线聊天，没有任何期待去看的，震惊了。。。所有中国传统文化的元素都没有刻意去卖弄，以及对残酷现实的直面与迎难而上的态度，但又是一部真正创作扎实的优秀作品~“九连真人”的小号🎺在片尾吹响，终于找到了与他最匹配的电影视觉画面，为了这一刻，这部电影值得反复看~,23
2021-12-16 17:46:21,niki,三星,整整煽情了差不多倆小時⋯⋯,36
2021-12-21 22:28:25,我初中就一直在练习变成哪吒,一星,不舍得打低分是因为身边很多朋友真的很爱，画面是真的不错，动作也流畅美丽。【有剧透】但对于生于困难家庭的留守儿童来说他天生并不懂困难是什么，生活不该是这种丧法的，气质上应该更多孤独更多与老人之间相互依赖的情感，跟父母反而是疏离的拧巴的，朋友之间情谊也很单薄，为什么就那么撑兄弟呢？农村孩子们情谊表达的方式也并没体现出来，都只是全员陪跑男主而已没有根据。而女主一出现就跟救世主那样鼓励和扶持他又是出于什么动机呢？在一个互相不认识的语境里，她也不是神，但三番五次鼓励一个不知根知底的人，还诉说人生哲理就很难说服观众买账，跟内地电视剧里的爱情一样发生地毫无理由毫无立足点就爱上了然后要爱一万年非你不可。然，说是贴近生活贴近农村留守儿童主题，恰恰只借了别人惨壳，非黑即白地做自己的燃剧罢了。,75
2021-12-28 23:06:10,巫巫,五星,很久没有底层人民的故事了。对一扫而过的那些镜头反而有了升华的感触——穿着一样工服的快递员，在店门口早上喊加油的房产中介，通勤路上买包子的普通白领。。。大家都不要忘记听自己心里的声音呀！,94
2021-12-18 21:35:33,嫩头青,四星,动画拍出很现实的那种感觉，运镜也是，整体就很工整，但也没什么意外，喜欢那个结尾，武狮从来不会改变人生。,45
2021-12-29 22:36:15,dear Lester,五星,近年国产做得最好的一部。在天台那里特别动人。剧情尚缺，算是国产动画通病了，但电影本身绝对是瑕不掩瑜，画面和人物设计。看了有些连艺术创作和纪录都分不清的评论，我大概也有点想得通为什么国产片的剧情都这么烂……（最后没有说阿娟他爹醒过来我长舒一口气，剧情烂的地方很怪，城市和打工人的关系，阿猫阿狗阿强靠舞狮挣钱的情节，女性阿娟的设计，有时候bgm莫名其妙，种种看起来仿佛是不在一个水平上的两个编剧写了拼起来的）,80
2021-12-13 01:10:40,狗肉,五星,导演把热血玩明白了，顶级制作水平支持起了野心。,38
2021-12-30 00:25:26,静止,四星,擦擦眼泪继续去打工。,29
2021-12-11 20:48:28,饿霸逗地煮,四星,励志片有时候会把观众的视域逼得太窄，比如这部编导在每一个转折点都像打地桩一样对你吼了一句“你要做一头雄狮吗！！？”所以电影到后半段，我耳边只剩下这一句话了，妈的不要做咸鱼啊！妈的顶峰相见啊！少年强则国强啊！道山靓仔啊！老势势啊！澎湃是很澎湃了，但是撸完也就撸完了。无论怎样都是今年最好的一部华语院线。,20
2021-12-08 21:54:11,基瑞尔,四星,从猫崛起成狮，从男孩蜕变为男人；谁曾想到还有首歌的唱词里，竟然也映衬着同为年度奇迹的 “Rollin’ ”。对于传统文化消失之中的着紧拥抱以及身处时代洪流间的主角困扎，有《百鸟朝凤》焦三爷与蓝玉那般神韵；将成长故事的出发无形拔高，也无形弥补了对其它配角脸谱化、台词略微造作的瑕疵。但没想到更出色的是彩蛋，真人剧/电影越来越不允许“平凡人”的故事得到讲述，并飞速地吞噬着这些人的空间；动画提供了最后的庇护，要撑下去，也要讲下去。,21
2021-12-09 23:23:53,老阿飞—故园,五星,青岛今天开始点映。《雄狮少年》太棒了！太棒了……考虑他在目前国内动画市场所拥有的意义，我要给10分。国产动画电影终于在“讲中国故事”这条路上不再围绕神话人物兜兜转转，哪吒和孙悟空可以躺回去不用总被拖出来鞭尸了。这是一部现代中国语境下、充满各种时代细节、地域气息浓厚却几无理解门槛、小孩子看热闹、成年人会共鸣、全年龄的励志喜剧类型片，而他内核实际上是个青年定位，主角线的具体设计在国产动画里是首次出现。全片节奏卡点非常准确，剧本却能突破套路给人猜不到的反转，几场写意段落的演出极为出色，天台的舞狮戏和结尾高潮的醒狮让人眼眶湿润。瑕疵有两点：影片前半某些台词过于中二，猜测是为了拉低观影门槛而做的调整，或者故意与影片后半做区分；某些喜剧段落的连接过渡有点生硬。但这些瑕疵在这部片的现时意义面前我可以忽略。,57
2021-12-20 16:24:31,Trady,四星,可能会是今年暑期档的黑马,6
2022-01-02 22:53:15,苏案,四星,很难得见到国产动画不以神话或者奇幻为素材原型而是描写现实生活。平心而论前半部只是勉强及格的动画电影，情节常规，人物觉醒和困境的突破都没有打到点上，口号喊得略微浮夸尴尬，情感也不流畅。但从天台舞狮一幕开始，整部电影突然蜕变了（除却脚气这个点），随着五段舞狮戏，人物情感层层递进，放弃、激发、面对、对手、自我，流畅而激动人心，半个狮头极富象征意义，化身木棉花的狮身更是充分显现了动画电影的魅力，舞狮时的配乐与节奏和情感也是完美融合。其实到了这个年纪，已经明白一次胜利也不会改变什么，不会有翻身咸鱼更不会有鲤鱼跃龙门。但我们都需要一个狮头，在凌晨的天台帮助我们超越现实，哪怕只是短暂的一刻。,21
2021-12-11 20:31:16,岩井俊七,四星,除了人物外表设计“不符合传统古典审美”外，其他全片都真实到接近不像动画，戳心戳肺的细节完美再现；分镜头、节奏感爆棚，气质大气磅礴，所有参赛舞狮队伍集体击鼓燃爆，然而归根到底这部片的心境却是苦楚悲伤的，黝黑肤色，深深锁骨，一身肌肉，在大城市脱胎换骨的阿娟与妈妈打电话是全片最泪奔场面，所以啊，所以本片成为黑马横空出世，片尾曲里藏着缘由：它不只是励志片，更是一支唱到所有打工人心坎里的歌，是举杯致敬所有离家的人、无名的人、在楼宇的缝隙中残喘谋生的人、我们这些仅仅只是活着就已拼尽全力的人们的，一杯醇厚动人的酒,19
2021-12-12 23:04:55,lakeblur,五星,中国动画真是不断给人惊喜，个人觉得比哪吒好很多，希望票房也不差,34
2021-12-12 18:00:45,王俊俊,四星,西瓜皮顶在头上，狮子头放在心里，是同一个少年背咸鱼跑在乡间，拎行囊住下下铺，不是一个心境山路望不见头，逼着人一直向前走，鼓点念念不忘，如龙鸣狮吼般回响，天台上斑驳的桩印，那是上山的路，擎天柱挂着半个狮头，是跌落的水花佛祖在密林深处，雄狮不言不语，豪车里坐着两个阿娟，那不属于你。大厦的夹缝中你被晃了晃眼，虽跃不过高山，但太阳照常升起。,37
2021-12-11 23:44:33,🌵🌵,无评价,前半段惊喜到了，不是因为对周星驰电影的借鉴，而是对本片没有任何了解的前提下发现它一反潮流选择了现代背景，并且生动地还原了一个南方村镇的空间质地和人物形象，那个阿猫一头蓬乱发型，眯缝眼，宽牙床，破洞牛仔裤，一口浓厚广普，就是印象中的乡下广东仔啊。后半段好在节奏和情节层次，剧情推进在有意识规避陈俗烂套，然而剧作水平跟不上，比如打工和舞狮决赛完全不冲突的两件事必须强行处理成“抉择时刻”，太傻了。至于现实表达，反正我是觉得走马灯式地表现下城市打工生活的辛劳真说明不了个啥，留守儿童也就是个基本设定。女阿娟的阶层暗示和彩蛋算是轻微撩拨了一下下吧。,19
2022-01-01 12:29:50,PP哥,五星,五星好评，有被迫害妄想症的小粉红滚粗～,70
2021-12-11 20:00:23,变形的文科生,三星,前期口碑吊太高真不是好事儿，还挺失望的。总体而言，后半段比前半段强。三流剧本，但因为是动画形式给缓解了不少毛病。为了快速进入热血反抗逆袭，前面喊了很多口号来立角色，但其实这样观众很难共情，就很…说不上来，不真诚你懂吧？就感觉现实生活里导演其实并不憋屈，编剧也没有过得很不好，但是他们想弄底层小人物反抗的故事，于是就产生一种被策划出来的“我命由我不由天”的感觉。你是故意卖，还是真的吃过苦，做出来的东西是不一样的。最后，真的有必要把三个主角的眼睛画得让人那么不适么，不谈刻板印象啥的，总之这样处理观感非常不舒服。,62
2021-12-26 14:36:29,小斑,五星,年度最佳国语电影+OST。狮头的表情生动丰富吊打内娱明星。植被、巷陌、都市都还原准确，满当当有烟火气。飞花和挤过高楼缝隙的朝阳，奇观有，剪切也利落。前程还有故事套路人物脸谱对白口号化的担忧，从预选赛结束开始截然两片，爱情亲情愤怒这些元素在那里，不是人物前进的动力而是压负他的现实，用偶尔的搞笑中和掉狗血气。能赢一次就是奇迹，一次奇迹影响不了现实，但足以照亮自己。并不存《莫欺少年穷》里那样改变的期翼，鼓点只是给自己信心与安慰。这么一想，没有前面那些鸡汤可能不够正能量罢。作为一条出生拿了普通剧本的半干咸鱼，看那些努力生活的姿态本身，就非常美。,14
2021-12-19 21:37:53,等待不是虚度,五星,在神仙打架的缝隙中，难得听到凡人一声咆哮。愿世间有山，比此山更高。,90
2021-12-20 17:38:49,过期糖变质了,五星,凌晨的广州，黑漆漆的夜色，下下铺的阿娟和狮子头的眼睛，都是亮晶晶的。,95
2021-12-11 16:09:38,壹安²,五星,病猫崛起，这激动人心的鼓点能把每个人心里的雄狮唤醒！前段有多丧，后段就有多燃！影院里我一个爆哭，就算是烂泥的人生，也一定要赢一次啊😭,69
2021-12-27 06:35:34,叔循,一星,Em…豆瓣药丸，这除了眯眯眼，剧情难道没有硬伤吗？居然那么多大v出来洗白。,155
2021-12-10 21:18:57,inskino,二星,场景和舞狮表演作画很不错，团队不如多接点这类外包，也许能合作到个像样的编剧,236
2021-12-13 09:08:23,日灼,二星,这种边角料电影只能唤起记忆，而非情感。至于为什么那么多人交口称赞才是值得关注的。,119
2021-12-13 01:55:37,多肉葡萄,五星,到底是为什么？为什么？为什么这样安排？明明大团圆才是最美ending，热血二次元怎么会有翻不过的山，淌不过的河，得不到贵人相助的主角。在这个中国动画四个字还被默认为只给小朋友看的时代下，为什么敢如此明目张胆地对我进行伤害？  《雄狮少年》是可以安利给成年人的浪漫动画，是敢突破一些桎梏和枷锁的，是想做出一些东西的，是有勇气舍弃一些东西的，瑕不掩瑜值得票价，可以看看。,51
2021-12-14 16:24:22,余小岛,四星,病猫崛起，废物翻身。励志和热血的故事之外，意外还有一些现实关怀。农村留守儿童，无法回家的父母，每个人都疲于奔命的广州，以及一闪而过的富士康。卖咸鱼送快递睡下下铺，周星驰讲了那么多年的小人物故事，依旧能够打动人。城市大楼屋顶上舞狮，岭南山区丛林中的大佛，大概这就是支持生活的信念。粤语文化又赢了一次。,26
2021-12-11 21:14:36,20个小明≯,四星,技术没的说了，情感和人物也都没拖后腿，送去奥斯卡没准真能搏一搏呢……,30
2022-01-01 14:45:38,小小虫,五星,太喜欢了！电影展现了人性中最高贵的部分：不认命、不认输、勇敢地创造、以实现自我作为人之为人的最高使命。看得涕泗横流，泪水和欢笑一起迸发。被狠狠打动了（大哭）。,26
2021-12-28 21:48:06,sillygirl,五星,年度最佳。结尾的剪辑节奏绝了，导演有点东西。为什么不在春节上啊？,87
2021-12-15 20:07:47,Berger,无评价,国族寓言。最后要跳上“擎天柱”的情节太狠了，争得第一已经不能再满足，哪怕自己从最高处坠落也要让自己的“狮头”挂上去。有着不顾一切地自我毁灭的冲动。很多时候，我隐隐约约感受到的不是所谓的“小人物”成长，而是压抑过久后集体性的精神爆发，当然这一切都是在“父”的领导下。,15
