author,fans_count,content,created_time,updated_time,comment_count,voteup_count,url
牛肉面面,0,看了这么多回答我算是明白了，这电影做不好就使劲做坏，极其的好和极其的坏都会火，只要能火就行，无所谓怎么火的，就是想让人骂上热搜。真是脸都不要了。,2021-12-30 20:54:34,2021-12-30 20:55:10,0,1,https://www.zhihu.com/api/v4/answers/2292365687
竹世纪,1040,我认为电影《雄狮少年》不会是今年贺岁档票房冠军呀！它配？它呸！,2021-12-30 18:37:36,2021-12-30 18:37:36,0,1,https://www.zhihu.com/api/v4/answers/2292238151
飘风,66,如果是，那就是天大的悲哀,2021-12-30 10:22:16,2021-12-30 10:22:16,1,1,https://www.zhihu.com/api/v4/answers/2291500008
知乎用户,21,给了你们几块钱，一天到晚在这里硬洗39块的票，够我吃一顿不错的中饭了或者留着看《蜘蛛侠：英雄无归》不香吗？,2021-12-30 10:03:02,2021-12-30 10:04:34,0,1,https://www.zhihu.com/api/v4/answers/2291467988
黑满月,209,导演和广东人有仇！,2021-12-30 09:33:13,2021-12-30 09:33:13,0,1,https://www.zhihu.com/api/v4/answers/2291425508
柴懂,292,提问的是在咒贺岁档所有电影都会扑街吗？如果不是，为什么会认为唐氏少年能成为票房冠军呢？,2021-12-29 13:29:38,2021-12-29 13:29:38,0,1,https://www.zhihu.com/api/v4/answers/2290419489
匿名用户,0,有人在颠倒黑白,2022-01-02 20:22:19,2022-01-02 20:27:20,5,3,https://www.zhihu.com/api/v4/answers/2295372066
知乎用户,6221,我其实觉得这种争吵没啥意思，甚至因为争吵，我反而关注了这部电影，一个人跑去专门看了一下。世界上价值观有很多，有人觉得好看，有人觉得不好看，我觉得这都正常然而尬黑就非常的无语了有人说：师父的人设非常割裂。电影剧情中有很多人在吃舞狮这碗饭，为什么只有十里八乡最好的舞狮队员不能吃？只有你师父师娘用吃饭其他人不用是吧？【如果真的用心看，会发现有个镜头，就是男主角小时候跟父母去看舞狮，看的那次，就是师父舞的，男主角问师父为啥有个擎天柱，师父说这是要告诉舞狮的人，总有一座跨不去的山。因为那就是以人力就是无法跨过去的。而最后，男主角也没有跨过去，但他把狮头挂上去了，这是我觉得最好的升华。即使人力无法跨越，但也要有要跨越过去的心】光这一个升华，我觉得这就算得上是一部好剧了。然后再回答一下陈家村舞狮队的转变，有些人就是看不起废物，他觉得你没本事哪他就是要欺负你，但如果他认同你，他就会把你当兄弟，这就是人性。你唯唯诺诺，他会得寸进尺。你和他打一架，他会觉得你是一条汉子，反而敬重你。就是如此简单，电影中也交代了，陈家村的那个人看到了师父送男主角离开的那个场景。有时候认同一个人，就是如此简单。没什么不合理的。还有关于回家的，你可能是不知道，有些人离家8小时，但还是6/7年没回去的，身边认识的案例，孩子给外婆带大的。父亲工伤，你自己找找07/08年的报道，不是都有赔偿的，甚至还会被拖欠工资，然后我刚刚顺手查了一下，18年还有法院已经判决，但拖欠不赔的案例。最后的最后，我还是想说，争论很多，但真相如何还是要你自己去判断。我看了，我觉得好看，这确实是一件优秀的作品。至于他是否辱华，是否故意眯眯眼，有些真相只有你自己去判断,2021-12-31 14:04:56,2021-12-31 14:22:14,16,10,https://www.zhihu.com/api/v4/answers/2293100633
雨灵林,204,特意元旦自己一个人去看的（因为大家都在抵制这玩意就没人肯陪我看），我以为抛开眯眯眼这个事好歹剧情是可以的才这么多人洗。结果剧情这么的拉，强行煽情特别尬。画面确实美，背景音乐也挺好的，可是剧情太假了，打什么工同省的四年不回家，又不是碰上新冠了。师父舞狮那么厉害拿这个当职业怎么就养不活两口之家了？？？非得去卖咸鱼？男主团队刚开始那么菜凭什么拜了个师父几个月就成冠军了，你是看不起在座的谁？舞狮难度挺大的，绝对不是几个月就能学的出来的居然还拿冠军。男主去广州打工包吃住，就算被人欺负也不至于睡床底下吧？？？还有师父靠臭脚打败对手这个真的不是在自黑嘛？这种过于虚假的剧情真的就没人能共情的了。,2022-01-02 14:54:52,2022-01-02 14:54:52,0,1,https://www.zhihu.com/api/v4/answers/2295085642
斜阳浅唱,1,可以要看主创团队能掏出来多少钱,2022-01-06 19:51:18,2022-01-06 19:51:18,0,0,https://www.zhihu.com/api/v4/answers/2300491038
嗯哼,1,耿冠军,2022-01-06 16:38:49,2022-01-06 16:38:49,0,0,https://www.zhihu.com/api/v4/answers/2300246216
暴力待机,0,广东的老铁们不知道有没有感觉到冒犯,2022-01-06 09:41:23,2022-01-06 09:41:23,0,0,https://www.zhihu.com/api/v4/answers/2299601643
天黑不回家,26,吹呗，吹上天，哪是今年贺岁档冠军？吹成影史TOP1都可以，脚踩《阿凡达》拳打《泰坦尼克》，《长津湖》《复仇者联盟》都被远远甩在身后！刷呗，还就不下映，还要继续刷！没事儿继续延！刷满它500个小目标，吹个大气球，放个大卫星！吹！给我吹！,2022-01-06 06:28:44,2022-01-06 06:33:45,0,0,https://www.zhihu.com/api/v4/answers/2299473820
南北,7,倒数算吗？,2022-01-05 16:07:31,2022-01-05 16:07:31,0,0,https://www.zhihu.com/api/v4/answers/2298776695
子先,1,谁提的问，我来拉黑你,2022-01-05 14:02:30,2022-01-05 14:02:30,0,0,https://www.zhihu.com/api/v4/answers/2298577847
我没有名字,2,外国境外势力在刷票房,2022-01-05 13:14:08,2022-01-05 13:14:08,0,0,https://www.zhihu.com/api/v4/answers/2298512208
肉夹馍的肉,5,同期都是垫底的，还指望全年？,2022-01-05 12:18:21,2022-01-05 12:18:21,0,0,https://www.zhihu.com/api/v4/answers/2298439843
匿名用户,0,建议直接贺岁档其他电影全下架，只留雄狮少年一个，档期一直延续到3月底，或能收回投资。都到现在了，再买水军跟网友互喷已经没有任何意义了，需要更强力的手段。,2022-01-04 21:12:06,2022-01-04 21:13:08,0,0,https://www.zhihu.com/api/v4/answers/2297775282
玲珑骰子安红豆,0,也许网上一些自嘲学动画1年几年的做出来的鬼畜找个百万剪辑师剪一剪收益都比这货高,2022-01-04 17:09:17,2022-01-04 17:09:17,0,0,https://www.zhihu.com/api/v4/answers/2297508611
ak180ak,1125,还行，有点意思……你再出色，只要不是先富起来那群，几乎不再有成功的机会，消停点，继续搬砖。同时也说明，大量的文体艺术类比赛、评级、秀场、娱乐可以安抚民心,2022-01-04 08:53:36,2022-01-04 08:53:36,0,0,https://www.zhihu.com/api/v4/answers/2296820622
乳酸君,83,不看不讨论，冷处理，降热度，让它慢慢的烂在阴沟里,2022-01-01 22:59:12,2022-01-01 22:59:12,0,0,https://www.zhihu.com/api/v4/answers/2294552718
鱼泡真好吃,9,任何年代，欺负中国人最狠的，都是二狗子或者白鬼子不过可惜，它们最后死的都很惨,2022-01-01 20:20:04,2022-01-01 20:20:04,0,0,https://www.zhihu.com/api/v4/answers/2294412151
白云出岫清风拂,1,,2022-01-01 15:08:40,2022-01-01 15:13:41,0,0,https://www.zhihu.com/api/v4/answers/2294147333
指尖花凉,4,主创团队是想黑谁呢？不说大眼小眼 也不说广东人长什么样 你就说说你活这么大见过几个这样的中国人,2022-01-01 14:54:59,2022-01-01 14:54:59,0,0,https://www.zhihu.com/api/v4/answers/2294137076
LeeVae,0,应该不会成为票房冠军。虽然专门去看了。仿佛就为了听毛不易的片尾曲。,2022-01-01 14:00:36,2022-01-01 14:00:36,0,0,https://www.zhihu.com/api/v4/answers/2294091799
凯莉 玛珂斯,12,西方人丑化东方人的设计,2022-01-01 11:00:19,2022-01-01 11:05:19,0,0,https://www.zhihu.com/api/v4/answers/2293938114
Jean.C,171,唐氏少年的票房目前看应该不会超两亿了，目测投资方要亏。Ps:为什么还会有人去贡献近两亿的票房？当然那种午夜满场的票房也不知道占了多少。,2022-01-01 09:39:57,2022-01-01 09:39:57,0,0,https://www.zhihu.com/api/v4/answers/2293878290
LeeVae,0,应该不会成为票房冠军。虽然专门去看了。仿佛就为了听毛不易的片尾曲。,2022-01-01 14:00:36,2022-01-01 14:00:36,0,0,https://www.zhihu.com/api/v4/answers/2294091799
凯莉 玛珂斯,12,西方人丑化东方人的设计,2022-01-01 11:00:19,2022-01-01 11:05:19,0,0,https://www.zhihu.com/api/v4/answers/2293938114
Jean.C,171,唐氏少年的票房目前看应该不会超两亿了，目测投资方要亏。Ps:为什么还会有人去贡献近两亿的票房？当然那种午夜满场的票房也不知道占了多少。,2022-01-01 09:39:57,2022-01-01 09:39:57,0,0,https://www.zhihu.com/api/v4/answers/2293878290
敬亭,57,三千块一张票，还能夜夜满座，它不是今年票房冠军我绝对不信。,2022-01-01 09:35:03,2022-01-01 09:36:07,0,0,https://www.zhihu.com/api/v4/answers/2293875197
焱一,0,差不多得了，问这种问题不害臊吗？,2021-12-31 17:06:21,2021-12-31 17:06:21,0,0,https://www.zhihu.com/api/v4/answers/2293343380
油豆豆,130,本来就没想看也不准备看的，不知道为什么老给我刷雄狮少年的帖子，还以为很火呢。刚上猫眼看了一眼，哦吼，9.5分，隔壁误杀2才9.0分，难道比误杀2还精彩？再一看，哦豁，是多少票房啊，有2w8千条评论，隔壁反贪风暴也就3000条，又跑去猫眼实时票房查了一下，实时票房320w，票房占比0.5%？？？？？？？就这，是怎么产生会是贺岁档冠军的幻觉的?？,2021-12-31 14:38:34,2021-12-31 14:43:35,0,0,https://www.zhihu.com/api/v4/answers/2293145748
雨潇潇,10,     你是眯着眼看世界吧？票房冠军，问的出来,2021-12-31 11:26:56,2021-12-31 11:26:56,0,0,https://www.zhihu.com/api/v4/answers/2292914262
星冰乐里加枸杞,55,搞不好这样的负面评价真会把这部本就不该上映的影片推上票房冠军。然而是不是票房冠军并不能掩盖这部影片夹带私货，刻意丑化中国人、刻意丑化广东人的事实。不知何时，资本对影视行业的要求才能从赚快钱变成拼口碑？,2021-12-31 10:22:52,2021-12-31 10:22:52,0,0,https://www.zhihu.com/api/v4/answers/2292817600
秋岩,0,凉了，还想冠军？,2021-12-31 09:00:47,2021-12-31 09:00:47,0,0,https://www.zhihu.com/api/v4/answers/2292712150
猴面包酥,0,如果按一张票20万的速度来刷票房，我还是比较看好他成为票房冠军的,2021-12-31 02:34:16,2021-12-31 02:34:16,0,0,https://www.zhihu.com/api/v4/answers/2292608895
Allen Su,199,这片子不糊，以后我看谁敢说眯眯眼就是rh。,2021-12-30 21:54:14,2021-12-30 21:54:14,0,0,https://www.zhihu.com/api/v4/answers/2292423086
匿名用户,0,这是一部应该立马下架的电影。,2021-12-30 20:32:56,2021-12-30 20:32:56,0,0,https://www.zhihu.com/api/v4/answers/2292344976
尤里,14,如果算上冥币的话，应该可以。,2021-12-30 16:05:38,2021-12-30 16:10:39,0,0,https://www.zhihu.com/api/v4/answers/2292027550
某某来,5,你认为它还有成为票房冠军的可能性？还是你敢想啊,2021-12-30 14:57:54,2022-01-01 08:06:59,0,0,https://www.zhihu.com/api/v4/answers/2291915229
飞星陨落,1,他们这些拍电影的。拍之前肯定没有好好了解什么是舞狮，是怎么炼成的吧。就会脱离实际,2021-12-30 13:58:00,2021-12-30 13:58:00,0,0,https://www.zhihu.com/api/v4/answers/2291820417
Kai Xu,353,如果是为唐氏综合症的症状做宣传我觉得没啥不好。如果不是……那么他不扑街都没有道理。,2021-12-30 13:48:24,2021-12-30 13:48:24,0,0,https://www.zhihu.com/api/v4/answers/2291807186
taburiss.m,3,你是想让我花钱吃屎味的巧克力，然后说它是德芙么,2021-12-30 08:53:58,2021-12-30 08:53:58,0,0,https://www.zhihu.com/api/v4/answers/2291375496
郑李,12,想多了，身为一个靠近广东省份的人，看这个电影只感受到了恶意和离谱，直接给了个一星，并呼吁亲朋好友别给这玩意儿浪费钱，还票房冠军？,2021-12-30 08:39:23,2021-12-30 08:39:54,0,0,https://www.zhihu.com/api/v4/answers/2291360243
茶几,12,雄狮少年有以下优点略因为以上优点，雄狮少年会成为票房冠军。,2021-12-30 08:16:08,2021-12-30 08:16:08,0,0,https://www.zhihu.com/api/v4/answers/2291342978
留在冬天,6,简直侮辱那些唐氏儿（天生的有什么错）,2021-12-30 02:28:25,2021-12-30 02:28:25,0,0,https://www.zhihu.com/api/v4/answers/2291273025
留在冬天,6,简直侮辱那些唐氏儿（天生的有什么错）,2021-12-30 02:28:25,2021-12-30 02:28:25,0,0,https://www.zhihu.com/api/v4/answers/2291273025
天外非鱼,9,对于这个意图这么明显的问题，答案难道不应该是：谁给你了这么瞎的眼睛，这么大的胆子，这么多的钱?,2021-12-29 23:52:52,2021-12-29 23:52:52,0,0,https://www.zhihu.com/api/v4/answers/2291195863
匿名用户,0,,2021-12-29 22:11:16,2021-12-29 22:16:17,0,0,https://www.zhihu.com/api/v4/answers/2291096395
倪耙耙,7,冠军？你是怎么问出这个问题的，可别恶心人哦,2021-12-29 21:52:44,2021-12-30 15:02:27,0,0,https://www.zhihu.com/api/v4/answers/2291076844
wryyyy,6,根据现实情况来看，反向冠军是有可能的,2021-12-29 20:26:51,2021-12-29 20:26:51,0,0,https://www.zhihu.com/api/v4/answers/2290990296
薛定谔的猫,447,倒数的冠军倒是有可能。,2021-12-29 19:39:02,2021-12-29 19:39:02,0,0,https://www.zhihu.com/api/v4/answers/2290944836
free,260,嗯，这种垃JI今年垫底冠军妥妥的,2021-12-29 18:30:58,2021-12-29 18:30:58,0,0,https://www.zhihu.com/api/v4/answers/2290877841
阿兰达瓦卓玛霍尊,4,洗的人先把脸向墙上摩摩，摩成平面再来洗,2021-12-29 17:02:01,2021-12-29 17:02:01,0,0,https://www.zhihu.com/api/v4/answers/2290761452
蚂蚁点点,4,票房冠军，哈哈哈哈哈哈，睁眼看世界吧，对了，主创长的都是眯眯眼，估计看不见吧,2021-12-28 19:02:54,2021-12-28 19:02:54,0,0,https://www.zhihu.com/api/v4/answers/2289511375
叶安,1538,剧情方面来说，虽然很多人多有吐槽，但是我觉得单是剧情的原因不足以成为本片的大槽点。我个人认为主要是主角团的形象设计，让民众不买单。结合三只松鼠事件，最近很流行的一个政治正确的观点叫美是多元的。这个观点是绝对正确的，但这并不能支撑民众不喜欢这种形象就是文化不自信的这个论点。我们不得不承认，近代受西方影响，大眼睛双眼皮为普遍的审美标准，做双眼皮手术的人也大幅增加。但是任何一种审美都是依赖于所在的时代的，有复杂的历史因素和社会因素，要改变一种审美，是需要一个潜移默化的过程的。我们希望表现出小眼睛的美被人看到，而不是把当下社会更不接受的其他特征和它结合在一起。首先，个人认为最好的让大众接受小眼睛的方法就是告诉大家，小眼睛也可以是美的，比如说周冬雨辣目洋子都是我非常喜欢的明星，身边朋友因为单眼皮抱怨的时候，我们常常劝的也是你看XX明星也是单眼皮多好看很有特色，不必去整形；而不是说你看雄狮少年也是这样你很好看的（这样别人可能以为我在yygq她）。就是说改变审美的路是漫长的，最好是结合当下的审美做出一定的改动，而不是让本来在当下社会就不讨喜的小眼睛配上吊梢和过宽眼距。我不觉得这样做的结果能让作者所倡导的美被大家接受，相反，那些很美的小眼睛人群会更因此而讨厌自己的小眼睛（因为你硬把它和更不被大众接受的两个因素结合在了一起）。而我看过有人用美图秀秀只微调主角的眼距和倾斜度未改变眼睛大小就能让角色看起来顺眼很多，所以本质上说，这根本就不是宣扬小眼睛美的问题。其次，我也不喜欢动漫各个都是迪士尼般的大眼。但是你把一个矫枉过正的东西强硬的放到我面前还让我必须承认它是美的，我觉得这是很傲慢的。小眼睛是比较常见的，但是小眼睛加眼距过宽加斜眼，至少我在生活中是没怎么见过的。这就好比你要反对过瘦审美，就找一群在生活中都不怎么见到的胖体形演员（没有不喜欢胖子的意思）来演青春剧主角，我相信大家也是一样不会买单。,2021-12-31 09:44:44,2021-12-31 09:47:59,0,1,https://www.zhihu.com/api/v4/answers/2292764666
尘土飞扬,15,应该不会。但是很值得看的一部电影，如果有闲，推荐去看。,2021-12-30 15:47:21,2021-12-30 15:47:21,0,0,https://www.zhihu.com/api/v4/answers/2291997115
匿名用户,0,看完的觉得故事内核还行，虽然看电影过程中翻了无数次白眼。。。但是我可能就属于那种 只要有一个点戳到我的时候，我就心满意足了。这个电影确实让我最近颓废的趋势遏止了一下，尤其是刚任务做完，舒舒服服看一场电影。。。,2021-12-30 14:08:57,2021-12-30 14:09:32,0,0,https://www.zhihu.com/api/v4/answers/2291837133
贝小西故事铺,149,对不起，我刚看完，谈一下真实感受。票挺贵的，有点不值。首先，我认识的广州人不多，但确实不是长这样的，而且动漫中所有的人都一个模子刻出来的，也是离谱。以下拋去长相：1.人物形象很脸谱化，尤其是胖子瘦猴和女娟，感觉就是妥妥的工具人，女娟是很明显的工具人，行动一点动机都没有，感觉就是为男主来的。陈家村的就是很明显的反派角色，最后反转，也没过渡，很生硬。很多人说踩狮头，白狮这一点，说实话我一点也不了解舞狮的传统文化，如果我没在网上看到这些话，我可能不会意识到。2.情节老套，废柴逆袭的大爽文。故事很理想化，感觉才练了几个月，根本不会这么厉害。这应该从小开始练才行。优点：1.开头的景色不错。2.舞狮部分很精彩，节奏氛围不错全片拍的最好的应该是屋顶舞狮的那段，有点热血。结尾结的还可以，没有特别俗，但也不算很好。不过幸好人没有站上去，要不然就太没意思了。如果人物的脸正常点，这个片子的应该还凑合。不过现在就冲导演这个不要脸的回应，0分都多了！,2022-01-02 22:54:19,2022-01-02 22:55:24,0,0,https://www.zhihu.com/api/v4/answers/2295516997
